"R0000100","R0173600","R0214700","R0214800","T3200700","T3212900","T3976200","T4045802"
776,1,3,1,4,16,1,519036
777,1,3,1,1,16,0,344400
778,1,3,1,4,20,0,275000
779,5,3,2,10,14,0,2500
780,1,3,1,-5,-5,-5,-5
781,5,3,2,-5,-5,-5,-5
782,4,1,1,-5,-5,-5,-5
783,8,1,2,-5,-5,-5,-5
784,4,1,1,10,12,1,30000
785,5,3,2,-5,-5,-5,-5
786,1,3,1,-5,-5,-5,-5
787,5,3,2,-5,-5,-5,-5
788,5,3,2,-5,-5,-5,-5
789,5,3,2,2,12,1,196000
790,5,3,2,-5,-5,-5,-5
791,1,3,1,7,12,1,112896
792,5,3,2,7,16,1,-3
793,1,3,1,7,15,1,-75050
794,1,3,1,-5,-5,-5,-5
795,1,3,1,-5,-5,-5,-5
796,1,3,1,11,16,0,642200
797,1,3,1,6,12,1,-3
798,5,3,2,12,12,0,169200
799,1,3,1,12,12,1,-30100
800,1,3,1,10,14,1,-54500
801,5,3,2,2,16,0,60500
802,1,3,1,2,12,0,110000
803,5,3,2,11,12,1,431200
804,5,3,2,11,14,1,-2000
805,5,3,2,-5,-5,-5,-5
806,1,3,1,-5,-5,-5,-5
807,1,3,1,7,16,1,1574000
808,5,3,2,-5,-5,-5,-5
809,1,3,1,-5,-5,-5,-5
810,5,3,2,7,16,1,3749941
811,5,3,2,7,15,1,145500
812,5,3,2,7,16,1,-3
813,1,3,1,7,16,0,128800
814,5,3,2,7,12,1,4500
815,1,3,1,-5,-5,-5,-5
816,5,3,2,-5,-5,-5,-5
817,1,3,1,7,16,0,172500
818,1,3,1,9,14,1,1436300
819,1,3,1,-5,-5,-5,-5
820,5,3,2,6,17,1,304000
821,5,3,2,6,18,1,425500
822,1,3,1,-5,-5,-5,-5
823,1,3,1,-5,-5,-5,-5
824,5,3,2,-5,-5,-5,-5
825,1,3,1,7,17,0,965000
826,1,3,1,-5,-5,-5,-5
827,1,3,1,6,20,1,1611000
828,5,3,2,7,14,1,153000
829,5,3,2,7,20,1,176100
830,7,2,2,2,12,1,18000
831,7,2,2,-5,-5,-5,-5
832,3,2,1,2,12,1,-5000
833,3,2,1,9,12,0,23225
834,7,2,2,2,12,1,-7450
835,7,2,2,2,12,1,197000
836,8,1,2,11,14,0,325
837,3,2,1,-5,-5,-5,-5
838,4,1,1,7,12,0,0
839,7,2,2,11,15,0,56000
840,7,2,2,-5,-5,-5,-5
841,5,3,2,9,12,0,42000
842,5,3,2,1,11,1,-3
843,5,3,2,1,12,1,-5000
844,1,3,1,11,12,0,31000
845,5,3,2,2,12,0,0
846,5,3,2,-5,-5,-5,-5
847,3,2,1,9,14,0,70000
848,5,3,2,11,12,0,-17000
849,5,3,2,11,12,0,-16476
850,1,3,1,11,13,1,252500
851,1,3,1,2,12,1,96700
852,5,3,2,9,12,0,920
853,1,3,1,-5,-5,-5,-5
854,5,3,2,1,12,1,118500
855,5,3,2,11,12,1,3749941
856,5,3,2,11,13,1,25750
857,5,3,2,10,14,1,3749941
858,5,3,2,-5,-5,-5,-5
859,1,3,1,7,12,1,282500
860,1,3,1,7,12,1,51000
861,5,3,2,7,12,0,168500
862,5,3,2,7,11,1,816000
863,1,3,1,7,12,1,717007
864,1,3,1,-5,-5,-5,-5
865,1,3,1,-5,-5,-5,-5
866,5,3,2,7,12,1,45600
867,5,3,2,-5,-5,-5,-5
868,1,3,1,3,16,0,-37500
869,5,3,2,-5,-5,-5,-5
870,1,3,1,-5,-5,-5,-5
871,1,3,1,7,12,1,50000
872,1,3,1,10,16,1,1243000
873,1,3,1,-5,-5,-5,-5
874,1,3,1,7,18,1,300000
875,5,3,2,-5,-5,-5,-5
876,5,3,2,-5,-5,-5,-5
877,1,3,1,7,18,1,954200
878,5,3,2,-5,-5,-5,-5
879,5,3,2,9,20,1,170100
880,5,3,2,9,18,0,-3
881,1,3,1,7,16,1,-3
882,1,3,1,5,18,0,662000
883,5,3,2,5,16,1,559636
884,5,3,2,10,18,1,677500
885,1,3,1,7,20,0,-10200
886,5,3,2,10,18,1,688000
887,5,3,2,7,19,1,221300
888,1,3,1,10,12,1,196000
889,5,3,2,10,14,1,105000
890,1,3,1,1,20,1,366720
891,1,3,1,1,12,1,322000
892,5,3,2,1,14,1,126000
893,5,3,2,7,12,1,217600
894,5,3,2,-5,-5,-5,-5
895,5,3,2,-5,-5,-5,-5
896,5,3,2,11,19,1,8400
897,5,3,2,7,12,0,0
898,5,3,2,6,16,0,0
899,1,3,1,5,15,0,101000
900,5,3,2,2,15,1,56000
901,5,3,2,-5,-5,-5,-5
902,1,3,1,9,16,1,95000
903,1,3,1,2,14,1,78746
904,5,3,2,-5,-5,-5,-5
905,5,3,2,-5,-5,-5,-5
906,5,3,2,10,17,1,329000
907,1,3,1,2,18,0,33000
908,1,3,1,2,12,1,73900
909,5,3,2,2,12,1,428136
910,3,2,1,9,16,0,0
911,3,2,1,-5,-5,-5,-5
912,5,3,2,4,18,0,857000
913,1,3,1,11,20,1,53000
914,8,1,2,7,12,1,510700
915,8,1,2,7,16,1,169100
916,1,3,1,4,16,1,146100
917,1,3,1,7,12,0,-3
918,5,3,2,7,12,0,-5000
919,1,3,1,4,12,1,-3
920,1,3,1,4,16,1,1231000
921,1,3,1,4,12,1,149200
922,1,3,1,4,12,1,429322
923,5,3,2,4,12,1,509199
924,1,3,1,4,16,1,1411729
925,1,3,1,4,16,1,1240729
926,5,3,2,12,15,1,-3
927,1,3,1,-5,-5,-5,-5
928,6,3,2,2,12,0,4480
929,1,3,1,4,12,0,401000
930,8,1,2,12,16,1,-16000
931,1,3,1,10,12,1,51700
932,5,3,2,7,12,1,141000
933,2,3,1,-5,-5,-5,-5
934,1,3,1,4,16,1,65500
935,5,3,2,7,12,0,69150
936,5,3,2,7,16,1,449500
937,1,3,1,7,14,1,167000
938,1,3,1,7,12,0,111501
939,5,3,2,7,12,0,500
940,5,3,2,-5,-5,-5,-5
941,1,3,1,4,12,1,195500
942,5,3,2,11,12,1,-2489667
943,5,3,2,-5,-5,-5,-5
944,2,3,1,4,18,1,518750
945,1,3,1,7,16,0,286725
946,1,3,1,-5,-5,-5,-5
947,1,3,1,9,12,0,908000
948,1,3,1,-5,-5,-5,-5
949,5,3,2,4,12,1,678526
950,5,3,2,4,12,1,773333
951,1,3,1,7,12,1,188300
952,5,3,2,11,13,1,63500
953,5,3,2,11,12,1,1500
954,5,3,2,10,16,1,800000
955,1,3,1,4,12,1,-3
956,1,3,1,4,13,0,175200
957,1,3,1,-5,-5,-5,-5
958,1,3,1,11,12,1,11900
959,1,3,1,11,16,1,158000
960,1,3,1,12,16,1,3749941
961,1,3,1,11,16,1,3749941
962,5,3,2,4,18,1,173729
963,5,3,2,4,12,1,985300
964,5,3,2,4,12,0,-26500
965,1,3,1,-5,-5,-5,-5
966,5,3,2,-5,-5,-5,-5
967,5,3,2,7,14,1,837500
968,1,3,1,7,12,1,101000
969,5,3,2,4,12,0,441200
970,1,3,1,10,12,0,113229
971,5,3,2,12,14,0,-19000
972,5,3,2,10,12,0,-12000
973,1,3,1,4,12,0,244150
974,5,3,2,4,18,1,885000
975,5,3,2,-5,-5,-5,-5
976,5,3,2,4,18,0,231000
977,1,3,1,4,12,1,345000
978,6,3,2,4,16,1,319500
979,5,3,2,10,12,1,143500
980,1,3,1,7,12,1,-3
981,5,3,2,7,12,1,277000
982,5,3,2,7,14,1,-3
983,2,3,1,-5,-5,-5,-5
984,2,3,1,11,16,1,1500
985,2,3,1,10,14,1,7000
986,7,2,2,-5,-5,-5,-5
987,1,3,1,-5,-5,-5,-5
988,7,2,2,2,14,0,-3
989,5,3,2,-5,-5,-5,-5
990,1,3,1,7,12,1,188400
991,5,3,2,-5,-5,-5,-5
992,5,3,2,7,12,1,-3
993,1,3,1,-5,-5,-5,-5
994,1,3,1,7,14,0,0
995,5,3,2,2,8,1,128043
996,1,3,1,-5,-5,-5,-5
997,1,3,1,10,12,1,60000
998,5,3,2,-5,-5,-5,-5
999,5,3,2,7,16,1,-2700
1000,3,2,1,11,14,1,-2098
1001,7,2,2,9,14,0,37500
1002,3,2,1,2,12,0,0
1003,1,3,1,7,16,1,656729
1004,5,3,2,4,14,0,-97000
1005,5,3,2,2,11,0,2700
1006,5,3,2,-5,-5,-5,-5
1007,1,3,1,10,12,1,252000
1008,5,3,2,-5,-5,-5,-5
1009,6,3,2,7,12,0,1000
1010,1,3,1,-5,-5,-5,-5
1011,1,3,1,4,12,1,58650
1012,1,3,1,10,12,0,48300
1013,1,3,1,9,14,1,13600
1014,1,3,1,11,18,1,277800
1015,5,3,2,10,18,1,-3
1016,5,3,2,-5,-5,-5,-5
1017,5,3,2,7,16,1,256500
1018,5,3,2,-5,-5,-5,-5
1019,5,3,2,11,17,1,-3
1020,5,3,2,11,17,1,86500
1021,1,3,1,-5,-5,-5,-5
1022,5,3,2,10,17,0,0
1023,1,3,1,10,16,0,20400
1024,5,3,2,10,16,0,571500
1025,7,2,2,-5,-5,-5,-5
1026,1,3,1,-5,-5,-5,-5
1027,3,2,1,-5,-5,-5,-5
1028,3,2,1,2,11,1,0
1029,7,2,2,11,13,0,-184655
1030,7,2,2,10,10,1,20700
1031,7,2,2,2,10,1,10000
1032,3,2,1,-5,-5,-5,-5
1033,7,2,2,10,10,1,-5000
1034,7,2,2,10,8,1,-3
1035,5,3,2,11,12,0,1000
1036,5,3,2,-5,-5,-5,-5
1037,5,3,2,11,12,1,-4000
1038,5,3,2,7,14,1,584000
1039,5,3,2,12,16,1,-15800
1040,5,3,2,-5,-5,-5,-5
1041,5,3,2,-5,-5,-5,-5
1042,2,3,1,12,11,0,600
1043,2,3,1,7,8,1,-16000
1044,1,3,1,11,12,1,-5100
1045,1,3,1,7,12,1,73700
1046,1,3,1,7,20,1,14767
1047,6,3,2,1,12,0,-2650
1048,5,3,2,2,12,0,-3
1049,5,3,2,11,18,1,298500
1050,5,3,2,5,16,0,645373
1051,1,3,1,10,95,1,232000
1052,1,3,1,-5,-5,-5,-5
1053,1,3,1,7,17,1,379520
1054,1,3,1,10,11,0,298000
1055,1,3,1,10,16,1,250500
1056,5,3,2,11,12,0,11500
1057,7,2,2,2,10,1,270500
1058,3,2,1,2,14,0,152622
1059,3,2,1,2,11,0,52960
1060,1,3,1,11,12,1,83500
1061,1,3,1,10,12,1,-3
1062,1,3,1,-5,-5,-5,-5
1063,5,3,2,2,12,0,144893
1064,1,3,1,-5,-5,-5,-5
1065,5,3,2,11,12,0,152000
1066,3,2,1,-5,-5,-5,-5
1067,3,2,1,-2,8,0,0
1068,3,2,1,12,8,-4,0
1069,6,3,2,-5,-5,-5,-5
1070,7,2,2,2,12,1,8800
1071,7,2,2,9,12,0,82000
1072,3,2,1,3,18,1,104000
1073,7,2,2,2,12,0,0
1074,7,2,2,2,12,0,0
1075,5,3,2,-5,-5,-5,-5
1076,8,1,2,2,14,1,-18600
1077,6,3,2,7,11,1,-3
1078,7,2,2,11,16,1,264180
1079,7,2,2,10,12,1,74300
1080,5,3,2,5,12,1,1915000
1081,1,3,1,9,14,1,47500
1082,5,3,2,10,16,1,294500
1083,5,3,2,-5,-5,-5,-5
1084,1,3,1,-5,-5,-5,-5
1085,1,3,1,10,12,0,32400
1086,5,3,2,-5,-5,-5,-5
1087,5,3,2,7,20,1,334903
1088,5,3,2,7,18,1,-8500
1089,1,3,1,10,9,1,0
1090,5,3,2,2,10,0,65000
1091,1,3,1,-5,-5,-5,-5
1092,1,3,1,11,12,0,4000
1093,5,3,2,-5,-5,-5,-5
1094,1,3,1,-5,-5,-5,-5
1095,1,3,1,-5,-5,-5,-5
1096,1,3,1,5,11,1,58500
1097,1,3,1,7,14,1,-4500
1098,1,3,1,7,18,1,688600
1099,1,3,1,-5,-5,-5,-5
1100,5,3,2,-5,-5,-5,-5
1101,8,1,2,7,19,1,1367000
1102,1,3,1,8,16,1,3749941
1103,5,3,2,-5,-5,-5,-5
1104,5,3,2,5,14,1,-25000
1105,5,3,2,7,18,1,569729
1106,5,3,2,10,4,0,26000
1107,1,3,1,10,12,1,994000
1108,5,3,2,-5,-5,-5,-5
1109,1,3,1,7,14,0,25
1110,5,3,2,9,12,0,-3
1111,5,3,2,5,12,0,84000
1112,6,3,2,7,12,0,-89500
1113,4,1,1,7,10,0,-7300
1114,8,1,2,7,14,0,-18000
1115,4,1,1,-5,-5,-5,-5
1116,8,1,2,11,15,0,270000
1117,8,1,2,7,12,1,352500
1118,8,1,2,10,12,0,-122271
1119,4,1,1,-5,-5,-5,-5
1120,4,1,1,-5,-5,-5,-5
1121,8,1,2,-5,-5,-5,-5
1122,4,1,1,7,16,1,-2700
1123,8,1,2,-5,-5,-5,-5
1124,4,1,1,-5,-5,-5,-5
1125,4,1,1,-5,-5,-5,-5
1126,8,1,2,-5,-5,-5,-5
1127,4,1,1,11,13,1,93000
1128,8,1,2,-5,-5,-5,-5
1129,5,3,2,-1,12,0,5000
1130,8,1,2,7,13,1,337729
1131,8,1,2,2,12,0,-63000
1132,8,1,2,7,12,0,-3
1133,5,3,2,-5,-5,-5,-5
1134,1,3,1,11,13,0,434000
1135,5,3,2,-5,-5,-5,-5
1136,8,1,2,-5,-5,-5,-5
1137,1,3,1,-5,-5,-5,-5
1138,1,3,1,-5,-5,-5,-5
1139,5,3,2,10,16,1,378500
1140,5,3,2,7,16,1,1507000
1141,5,3,2,7,12,0,151
1142,4,1,1,8,16,1,540000
1143,1,3,1,10,16,1,1528333
1144,1,3,1,8,16,1,1099000
1145,1,3,1,-5,-5,-5,-5
1146,1,3,1,-5,-5,-5,-5
1147,5,3,2,11,11,1,-2300
1148,3,2,1,9,12,1,-28313
1149,3,2,1,10,12,1,0
1150,3,2,1,12,12,0,-3
1151,3,2,1,-5,-5,-5,-5
1152,7,2,2,2,12,1,25600
1153,3,2,1,2,10,0,0
1154,7,2,2,-5,-5,-5,-5
1155,7,2,2,7,16,0,-3
1156,3,2,1,2,12,0,188000
1157,7,2,2,-5,-5,-5,-5
1158,7,2,2,2,14,0,51000
1159,7,2,2,2,16,0,-3
1160,7,2,2,11,14,0,51000
1161,7,2,2,2,12,1,0
1162,7,2,2,-5,-5,-5,-5
1163,6,3,2,12,10,1,112800
1164,6,3,2,-5,-5,-5,-5
1165,7,2,2,9,14,0,-3
1166,7,2,2,9,13,0,64400
1167,5,3,2,-5,-5,-5,-5
1168,7,2,2,-5,-5,-5,-5
1169,1,3,1,2,12,0,760245
1170,5,3,2,9,12,1,3749941
1171,1,3,1,9,14,0,469700
1172,5,3,2,2,13,1,3749941
1173,1,3,1,-5,-5,-5,-5
1174,1,3,1,2,16,1,489500
1175,5,3,2,1,18,1,3749941
1176,1,3,1,5,16,1,675636
1177,5,3,2,2,16,0,163700
1178,5,3,2,2,16,0,476000
1179,5,3,2,2,12,1,247500
1180,1,3,1,2,13,1,499526
1181,5,3,2,-5,-5,-5,-5
1182,5,3,2,9,18,1,789746
1183,1,3,1,-5,-5,-5,-5
1184,5,3,2,12,16,1,76000
1185,1,3,1,4,20,1,501000
1186,1,3,1,4,16,1,1649233
1187,5,3,2,8,18,1,-15300
1188,1,3,1,8,15,1,248600
1189,7,2,2,11,18,0,104500
1190,3,2,1,2,12,0,80500
1191,7,2,2,2,16,0,28400
1192,3,2,1,2,14,0,5600
1193,3,2,1,11,12,0,51900
1194,3,2,1,-5,-5,-5,-5
1195,7,2,2,10,16,1,-11500
1196,1,3,1,-5,-5,-5,-5
1197,1,3,1,-5,-5,-5,-5
1198,1,3,1,7,15,1,-1500
1199,6,3,2,10,9,0,-5500
1200,5,3,2,2,16,0,5000
1201,3,2,1,10,15,1,44900
1202,7,2,2,-5,-5,-5,-5
1203,7,2,2,5,12,0,-3
1204,1,3,1,2,9,0,179533
1205,1,3,1,2,8,0,36500
1206,7,2,2,2,11,0,0
1207,7,2,2,10,12,0,2500
1208,7,2,2,10,20,1,825000
1209,7,2,2,-5,-5,-5,-5
1210,7,2,2,2,10,1,-5149
1211,3,2,1,9,12,1,81300
1212,7,2,2,2,10,0,-46271
1213,7,2,2,2,11,0,0
1214,7,2,2,-5,-5,-5,-5
1215,3,2,1,2,12,1,5000
1216,7,2,2,2,12,1,41100
1217,3,2,1,-5,-5,-5,-5
1218,3,2,1,-5,-5,-5,-5
1219,3,2,1,-5,-5,-5,-5
1220,7,2,2,2,12,0,41000
1221,7,2,2,2,12,1,3000
1222,3,2,1,2,12,1,26100
1223,7,2,2,-5,-5,-5,-5
1224,7,2,2,2,12,0,-13090
1225,5,3,2,9,12,0,10000
1226,6,3,2,2,10,0,-32394
1227,7,2,2,2,11,0,23000
1228,5,3,2,-5,-5,-5,-5
1229,1,3,1,2,12,1,90200
1230,5,3,2,2,14,0,-3
1231,5,3,2,5,19,1,220800
1232,1,3,1,-5,-5,-5,-5
1233,5,3,2,2,18,0,-650577
1234,5,3,2,7,16,0,570500
1235,1,3,1,7,13,1,59100
1236,5,3,2,11,12,0,-57300
1237,1,3,1,9,12,0,6000
1238,5,3,2,11,14,0,-3
1239,1,3,1,-5,-5,-5,-5
1240,5,3,2,2,18,1,149000
1241,5,3,2,2,12,0,0
1242,5,3,2,7,11,0,12200
1243,2,3,1,10,12,1,55553
1244,6,3,2,9,10,0,-250
1245,1,3,1,10,12,0,0
1246,5,3,2,9,12,1,2100
1247,1,3,1,2,12,1,-3
1248,1,3,1,-5,-5,-5,-5
1249,1,3,1,2,12,0,-37500
1250,5,3,2,2,13,0,343500
1251,5,3,2,-5,-5,-5,-5
1252,5,3,2,11,18,1,503000
1253,5,3,2,7,13,1,582500
1254,5,3,2,-5,-5,-5,-5
1255,5,3,2,-5,-5,-5,-5
1256,1,3,1,2,13,1,420000
1257,1,3,1,2,10,0,26670
1258,5,3,2,9,14,0,5000
1259,5,3,2,10,12,1,48000
1260,1,3,1,10,9,1,140000
1261,5,3,2,10,14,1,39000
1262,5,3,2,12,18,1,1012000
1263,5,3,2,2,14,0,53060
1264,1,3,1,-5,-5,-5,-5
1265,1,3,1,5,12,1,-563
1266,1,3,1,2,12,1,554200
1267,1,3,1,7,12,1,11000
1268,1,3,1,-5,-5,-5,-5
1269,7,2,2,2,14,0,-3
1270,7,2,2,-5,-5,-5,-5
1271,5,3,2,-5,-5,-5,-5
1272,1,3,1,2,12,1,177200
1273,1,3,1,-5,-5,-5,-5
1274,5,3,2,1,16,0,5700
1275,1,3,1,-5,-5,-5,-5
1276,5,3,2,11,16,1,-16600
1277,5,3,2,-5,-5,-5,-5
1278,1,3,1,-5,-5,-5,-5
1279,5,3,2,12,15,0,543000
1280,1,3,1,2,12,1,-95833
1281,5,3,2,2,18,1,135000
1282,1,3,1,10,12,0,36000
1283,5,3,2,9,18,1,231800
1284,1,3,1,-5,-5,-5,-5
1285,5,3,2,2,10,1,-237
1286,7,2,2,2,16,1,50000
1287,3,2,1,2,14,1,124700
1288,3,2,1,11,15,0,-3
1289,3,2,1,2,12,0,10440
1290,7,2,2,7,14,1,-28700
1291,3,2,1,7,14,0,238500
1292,3,2,1,9,13,0,0
1293,7,2,2,2,16,1,1456250
1294,3,2,1,2,14,1,-10700
1295,7,2,2,-5,-5,-5,-5
1296,5,3,2,9,12,0,-3
1297,7,2,2,-5,-5,-5,-5
1298,7,2,2,-5,-5,-5,-5
1299,7,2,2,-5,-5,-5,-5
1300,1,3,1,2,7,1,0
1301,1,3,1,9,12,0,4500
1302,5,3,2,12,8,0,0
1303,1,3,1,5,18,1,763000
1304,5,3,2,-5,-5,-5,-5
1305,5,3,2,-5,-5,-5,-5
1306,5,3,2,2,12,0,5000
1307,1,3,1,2,10,1,-50000
1308,7,2,2,11,11,0,12000
1309,1,3,1,-5,-5,-5,-5
1310,5,3,2,2,16,1,542000
1311,1,3,1,5,16,1,680000
1312,5,3,2,2,12,0,171000
1313,7,2,2,2,12,1,3800
1314,3,2,1,-5,-5,-5,-5
1315,1,3,1,3,15,1,3749941
1316,1,3,1,10,10,0,38500
1317,1,3,1,-5,-5,-5,-5
1318,1,3,1,10,8,0,134700
1319,1,3,1,10,12,0,42200
1320,1,3,1,2,14,1,759500
1321,1,3,1,9,11,0,100000
1322,5,3,2,-5,-5,-5,-5
1323,5,3,2,1,18,0,-3
1324,5,3,2,7,16,0,243655
1325,1,3,1,10,16,1,1402000
1326,5,3,2,12,16,1,1850000
1327,5,3,2,2,13,1,160696
1328,5,3,2,-5,-5,-5,-5
1329,1,3,1,2,10,1,341960
1330,1,3,1,2,8,1,2500
1331,1,3,1,-5,-5,-5,-5
1332,1,3,1,-5,-5,-5,-5
1333,2,3,1,-5,-5,-5,-5
1334,5,3,2,-5,-5,-5,-5
1335,5,3,2,-5,-5,-5,-5
1336,5,3,2,-5,-5,-5,-5
1337,2,3,1,11,8,0,545
1338,1,3,1,10,16,0,67000
1339,5,3,2,11,12,0,-7500
1340,1,3,1,-5,-5,-5,-5
1341,5,3,2,9,14,0,-3
1342,1,3,1,2,10,0,2000
1343,5,3,2,2,14,0,180991
1344,5,3,2,9,18,0,391136
1345,1,3,1,6,12,0,462000
1346,1,3,1,-5,-5,-5,-5
1347,5,3,2,5,16,1,445191
1348,5,3,2,-5,-5,-5,-5
1349,1,3,1,11,14,0,-3
1350,1,3,1,2,14,1,46300
1351,1,3,1,2,12,1,-15600
1352,5,3,2,11,12,1,-3
1353,1,3,1,10,14,0,0
1354,1,3,1,2,13,0,-3
1355,1,3,1,-5,-5,-5,-5
1356,5,3,2,2,16,1,1188000
1357,1,3,1,7,12,1,465500
1358,1,3,1,7,14,1,-3
1359,5,3,2,5,17,0,-3
1360,5,3,2,2,12,1,138200
1361,5,3,2,12,12,0,21000
1362,5,3,2,5,20,0,103800
1363,1,3,1,4,15,0,331500
1364,1,3,1,-5,-5,-5,-5
1365,5,3,2,-5,-5,-5,-5
1366,5,3,2,7,12,1,-5000
1367,1,3,1,10,16,1,-3
1368,1,3,1,4,16,1,-3
1369,1,3,1,11,12,1,-3
1370,5,3,2,2,12,0,113900
1371,1,3,1,5,12,0,-3
1372,1,3,1,5,16,0,6500
1373,1,3,1,-5,-5,-5,-5
1374,5,3,2,11,16,1,269500
1375,7,2,2,2,14,1,36650
1376,7,2,2,2,16,0,25000
1377,7,2,2,2,16,1,-36300
1378,7,2,2,12,14,1,-35000
1379,3,2,1,11,15,0,127500
1380,7,2,2,-5,-5,-5,-5
1381,7,2,2,2,12,0,0
1382,7,2,2,2,16,0,27000
1383,3,2,1,2,12,0,333000
1384,3,2,1,11,12,1,2000
1385,7,2,2,11,14,1,23000
1386,3,2,1,-5,-5,-5,-5
1387,3,2,1,-5,-5,-5,-5
1388,7,2,2,-5,-5,-5,-5
1389,7,2,2,11,18,0,354000
1390,3,2,1,10,12,0,-3000
1391,7,2,2,-5,-5,-5,-5
1392,5,3,2,9,7,0,10000
1393,2,3,1,2,16,1,495300
1394,6,3,2,2,16,1,307000
1395,5,3,2,9,20,1,295250
1396,1,3,1,-5,-5,-5,-5
1397,2,3,1,12,12,0,144500
1398,6,3,2,7,16,0,-3600
1399,8,1,2,12,14,1,152000
1400,8,1,2,-5,-5,-5,-5
1401,8,1,2,7,9,0,102190
1402,8,1,2,11,16,1,367000
1403,4,1,1,-5,-5,-5,-5
1404,4,1,1,12,14,0,152500
1405,4,1,1,11,9,0,0
1406,8,1,2,-5,-5,-5,-5
1407,5,3,2,-5,-5,-5,-5
1408,1,3,1,10,14,1,1827400
1409,5,3,2,2,12,0,-3
1410,5,3,2,-5,-5,-5,-5
1411,5,3,2,2,13,1,51800
1412,5,3,2,7,12,0,3500
1413,4,1,1,7,11,1,-3
1414,8,1,2,-5,-5,-5,-5
1415,8,1,2,7,12,1,800
1416,6,3,2,9,11,0,16000
1417,2,3,1,9,95,0,1000
1418,4,1,1,7,12,0,68000
1419,8,1,2,7,10,0,18196
1420,1,3,1,11,8,1,5000
1421,5,3,2,-5,-5,-5,-5
1422,5,3,2,-5,-5,-5,-5
1423,5,3,2,10,13,1,89500
1424,1,3,1,2,12,1,148500
1425,1,3,1,2,12,1,49000
1426,5,3,2,11,12,0,146000
1427,5,3,2,12,14,1,358000
1428,1,3,1,-5,-5,-5,-5
1429,1,3,1,11,16,0,-27300
1430,1,3,1,11,16,1,809500
1431,1,3,1,-5,-5,-5,-5
1432,3,2,1,5,16,0,186750
1433,3,2,1,11,16,0,769000
1434,1,3,1,10,12,0,3200
1435,7,2,2,2,12,0,-1300
1436,7,2,2,2,8,1,800
1437,7,2,2,-5,-5,-5,-5
1438,7,2,2,2,11,1,-63571
1439,7,2,2,2,12,1,-3000
1440,7,2,2,9,12,1,0
1441,8,1,2,7,7,1,-3
1442,8,1,2,11,12,0,189000
1443,6,3,2,11,16,1,-11000
1444,8,1,2,-5,-5,-5,-5
1445,8,1,2,-5,-5,-5,-5
1446,7,2,2,11,14,0,331050
1447,1,3,1,-5,-5,-5,-5
1448,3,2,1,-5,-5,-5,-5
1449,4,1,1,-5,-5,-5,-5
1450,4,1,1,5,10,0,0
1451,8,1,2,9,9,0,110100
1452,4,1,1,-5,-5,-5,-5
1453,1,3,1,-5,-5,-5,-5
1454,8,1,2,-5,-5,-5,-5
1455,5,3,2,2,7,0,-1000
1456,1,3,1,2,9,1,0
1457,1,3,1,-5,-5,-5,-5
1458,1,3,1,10,12,0,151800
1459,5,3,2,2,14,0,180000
1460,5,3,2,-5,-5,-5,-5
1461,1,3,1,7,12,0,-3000
1462,1,3,1,-5,-5,-5,-5
1463,5,3,2,-5,-5,-5,-5
1464,1,3,1,2,9,0,-3
1465,5,3,2,10,9,1,600
1466,1,3,1,-5,-5,-5,-5
1467,5,3,2,-5,-5,-5,-5
1468,1,3,1,10,12,1,276500
1469,5,3,2,2,9,0,-3
1470,5,3,2,10,20,0,171000
1471,1,3,1,2,9,0,-3
1472,5,3,2,-5,-5,-5,-5
1473,1,3,1,-5,-5,-5,-5
1474,5,3,2,2,14,0,315000
1475,2,3,1,-5,-5,-5,-5
1476,1,3,1,-5,-5,-5,-5
1477,1,3,1,-5,-5,-5,-5
1478,5,3,2,11,12,1,33000
1479,1,3,1,11,18,0,3749941
1480,3,2,1,2,12,0,104000
1481,3,2,1,2,16,1,65000
1482,7,2,2,2,12,1,6827
1483,7,2,2,2,12,0,20000
1484,7,2,2,11,12,1,-7000
1485,3,2,1,2,11,0,51200
1486,3,2,1,12,12,0,70500
1487,7,2,2,2,12,1,53000
1488,3,2,1,10,12,0,1000
1489,7,2,2,10,12,1,-3
1490,7,2,2,-5,-5,-5,-5
1491,7,2,2,10,12,1,0
1492,1,3,1,2,14,1,70000
1493,5,3,2,2,12,0,3749941
1494,5,3,2,-5,-5,-5,-5
1495,5,3,2,2,12,0,156000
1496,1,3,1,7,16,1,-3
1497,5,3,2,-5,-5,-5,-5
1498,5,3,2,-5,-5,-5,-5
1499,5,3,2,2,12,0,167260
1500,1,3,1,2,12,1,366000
1501,1,3,1,7,17,1,155000
1502,5,3,2,-5,-5,-5,-5
1503,1,3,1,-5,-5,-5,-5
1504,1,3,1,1,17,1,1158300
1505,1,3,1,9,15,0,324000
1506,1,3,1,9,13,1,-204800
1507,5,3,2,12,12,0,138500
1508,1,3,1,1,14,1,6100
1509,1,3,1,10,16,1,457000
1510,5,3,2,5,16,0,128600
1511,5,3,2,5,18,0,159500
1512,5,3,2,11,15,0,-3
1513,1,3,1,-5,-5,-5,-5
1514,5,3,2,7,14,0,105500
1515,1,3,1,2,12,1,3749941
1516,7,2,2,12,12,0,25050
1517,7,2,2,-5,-5,-5,-5
1518,3,2,1,-5,-5,-5,-5
1519,7,2,2,-5,-5,-5,-5
1520,3,2,1,2,12,1,-3
1521,3,2,1,-5,-5,-5,-5
1522,7,2,2,2,16,0,39400
1523,3,2,1,-5,-5,-5,-5
