"R0000100","R0536300","R0536401","R0536402","R1235800","R1482600","S2011600","S2261100","S2987800"
684,2,9,1984,1,1,-4,3,6
685,1,1,1983,1,1,-4,3,1
686,2,11,1982,1,4,-4,2,3
687,1,1,1983,1,4,8000,2,3
688,1,11,1982,1,2,-4,1,2
689,2,8,1983,1,2,7500,3,6
690,1,7,1980,1,2,-4,1,2
691,1,6,1982,1,2,-4,1,3
692,1,9,1983,1,2,2500,1,2
693,2,11,1984,1,4,-4,1,2
694,1,10,1980,1,2,-4,3,6
695,1,4,1980,1,2,-4,3,5
696,1,9,1982,1,2,-4,1,6
697,1,8,1984,1,2,-5,-5,-5
698,2,5,1980,1,1,-5,-5,-5
699,1,6,1984,1,1,-4,3,1
700,2,9,1980,1,1,-4,1,1
701,1,7,1982,1,1,-4,1,1
702,1,3,1982,1,1,-4,4,5
703,2,11,1980,1,1,-4,2,4
704,2,12,1981,1,4,-4,3,6
705,2,8,1980,1,4,-4,3,1
706,1,5,1982,1,4,-4,3,3
707,2,5,1982,1,4,-5,-5,-5
708,2,4,1980,1,1,-4,3,1
709,2,10,1981,1,2,-4,3,5
710,2,1,1982,1,1,-4,3,6
711,1,8,1984,1,1,-5,-5,-5
712,1,8,1982,1,1,-4,4,6
713,2,7,1983,1,1,2500,3,7
714,1,8,1984,1,1,-4,3,4
715,2,8,1984,1,1,-4,3,1
716,1,5,1982,1,2,-5,-5,-5
717,1,11,1980,1,1,-4,3,6
718,1,10,1982,1,1,-4,3,6
719,1,11,1981,1,1,-4,3,5
720,1,2,1980,1,4,-4,3,2
721,2,10,1981,1,2,-4,3,3
722,1,7,1983,1,4,4600,3,2
723,1,5,1983,1,2,4500,3,6
724,1,7,1982,1,4,-4,3,3
725,2,9,1980,1,1,-4,5,2
726,1,8,1982,1,1,-4,3,2
727,2,2,1984,1,1,-4,3,3
728,2,5,1983,1,1,8600,3,1
729,1,3,1980,1,1,-4,3,5
730,2,12,1983,1,4,-5,-5,-5
731,1,7,1981,1,4,-4,5,2
732,2,7,1984,1,4,-5,-5,-5
733,2,8,1981,1,4,-5,-5,-5
734,2,12,1983,1,4,-5,-5,-5
735,2,11,1980,1,4,-5,-5,-5
736,2,4,1984,1,4,-5,-5,-5
737,1,7,1982,1,4,-4,3,5
738,1,1,1981,1,4,-4,5,7
739,2,4,1982,1,4,-4,3,7
740,2,12,1984,1,4,-1900,3,5
741,2,4,1982,1,4,-4,5,1
742,2,1,1982,1,4,-4,3,7
743,1,11,1982,1,4,-5,-5,-5
744,1,11,1982,1,4,-5,-5,-5
745,1,10,1980,1,4,-4,3,1
746,1,1,1982,1,4,-4,3,2
747,1,1,1981,1,4,-4,4,1
748,2,8,1983,1,1,44400,3,3
749,2,4,1983,1,1,6500,3,2
750,1,10,1982,1,1,-4,1,7
751,2,11,1984,1,1,-4,3,7
752,1,3,1983,1,1,2610,3,7
753,1,12,1982,1,1,-4,3,2
754,1,11,1980,1,2,-4,3,4
755,2,4,1982,1,4,-4,3,6
756,2,10,1984,1,4,-3,3,4
757,2,11,1980,1,4,-4,5,6
758,1,3,1982,1,4,-4,3,4
759,1,5,1983,1,4,-3,3,1
760,2,7,1982,1,4,-4,3,5
761,1,12,1982,1,4,-5,-5,-5
762,2,12,1980,1,2,-5,-5,-5
763,1,1,1980,1,4,-4,5,1
764,1,11,1981,1,1,-4,3,2
765,1,9,1983,1,2,7200,3,2
766,1,5,1984,1,4,-5,-5,-5
767,2,5,1981,1,4,-4,5,5
768,1,8,1984,1,1,11500,3,2
769,2,6,1980,1,4,-4,3,1
770,2,7,1984,1,4,-5,-5,-5
772,2,6,1984,1,4,-4,3,6
773,1,3,1982,1,4,-5,-5,-5
774,2,12,1981,1,2,-4,3,1
775,1,4,1980,1,4,-4,3,6
776,1,12,1984,1,4,-5,-5,-5
777,2,8,1983,1,2,4500,3,1
778,2,6,1983,1,4,-3750,3,5
779,1,1,1980,1,1,-4,2,2
780,1,6,1984,1,1,-5,-5,-5
781,1,12,1980,1,4,-4,3,2
782,2,7,1982,1,4,-4,3,2
783,1,5,1984,1,4,-3,3,2
784,1,5,1981,1,4,-4,3,3
785,1,12,1984,1,4,4500,3,1
786,1,11,1980,1,4,-5,-5,-5
787,1,8,1982,1,4,-5,-5,-5
788,1,2,1982,1,4,-4,3,2
789,1,8,1980,1,4,-4,3,2
790,1,2,1983,1,4,7500,1,2
791,2,5,1982,1,4,-4,3,6
792,1,8,1981,1,4,-4,3,1
793,1,10,1983,1,4,17500,3,2
794,1,10,1982,1,4,-4,3,1
795,2,11,1981,1,4,-4,3,3
796,2,5,1983,1,4,-13500,3,6
797,2,6,1981,1,4,-4,3,2
798,1,10,1983,1,4,-3,3,2
799,1,4,1981,1,4,-4,5,4
800,1,5,1982,1,4,-4,4,4
801,2,3,1984,1,4,-4,3,4
802,2,11,1983,1,2,2500,1,1
803,1,9,1980,1,4,-4,1,1
804,1,11,1981,1,2,2000,3,1
805,1,10,1980,1,4,-4,3,1
806,1,10,1983,1,4,7700,3,2
807,2,10,1982,1,2,-4,1,2
808,1,9,1983,1,2,14950,1,1
809,2,4,1980,1,4,-4,3,2
810,1,4,1981,1,4,6700,3,1
811,2,7,1981,1,4,-4,3,2
812,2,3,1983,1,1,-3,3,-1
813,2,2,1980,1,1,-4,3,4
814,2,9,1984,1,1,-4,1,5
815,2,2,1981,1,1,-4,2,6
816,2,10,1982,1,1,-4,3,3
817,1,11,1983,1,1,2235,1,5
818,2,5,1981,1,1,-4,3,7
819,1,1,1980,1,1,-4,3,5
820,1,8,1984,1,1,3700,3,2
821,2,1,1980,1,1,-5,-5,-5
822,2,1,1980,1,1,-4,1,3
823,1,12,1984,1,1,2500,3,2
824,2,5,1980,1,2,-4,3,4
825,2,7,1982,1,2,-4,3,4
826,1,12,1981,1,2,-5,-5,-5
827,1,3,1983,1,4,3900,3,3
828,2,3,1983,1,4,8000,3,3
829,2,7,1984,1,4,-5,-5,-5
830,1,2,1982,1,4,-4,3,2
831,1,11,1984,1,4,15500,3,7
832,2,8,1983,1,4,-3300,3,1
833,2,4,1983,1,4,4500,3,6
834,1,4,1984,1,4,-5,-5,-5
835,2,9,1982,1,4,-4,3,5
836,1,11,1980,1,4,-4,3,1
837,1,5,1980,1,4,-5,-5,-5
838,2,10,1981,1,4,-4,3,1
839,2,4,1980,1,4,-4,5,6
840,2,2,1984,1,4,-4,3,5
841,2,4,1982,1,4,-4,3,7
842,1,1,1983,1,4,400,3,4
843,1,4,1980,1,4,-4,3,1
844,2,5,1983,1,4,9000,3,1
845,1,6,1980,1,4,-4,5,7
846,2,12,1980,1,2,-4,3,1
847,1,9,1982,1,1,-4,3,1
848,2,4,1984,1,1,-4,2,2
849,2,4,1980,1,1,-4,3,3
850,2,4,1981,1,1,-4,3,2
851,2,1,1983,1,4,600,3,2
852,1,7,1983,1,4,1800,1,1
853,2,2,1984,1,4,-4,3,3
854,2,2,1984,1,4,-5,-5,-5
855,2,7,1981,1,4,-4,3,2
856,1,2,1980,1,4,-4,3,1
857,2,12,1980,1,4,-4,3,1
858,2,5,1983,1,4,6000,3,1
859,1,6,1982,1,4,-4,3,2
860,1,1,1982,1,3,-4,4,3
861,1,8,1984,1,3,2500,3,3
862,2,1,1981,1,4,-4,2,5
863,2,11,1984,1,4,22500,3,5
864,2,3,1982,1,4,-4,1,1
865,1,5,1984,1,4,-4,3,1
866,1,6,1982,1,4,-4,3,1
867,1,10,1983,1,4,3500,1,2
868,2,11,1983,1,1,0,3,4
869,2,2,1984,1,4,-5,-5,-5
870,1,6,1984,1,1,-4,3,1
871,2,11,1982,1,1,-5,-5,-5
872,1,2,1982,1,2,-4,3,2
873,2,1,1984,1,2,-4,3,5
874,1,4,1984,1,2,2500,3,3
875,2,9,1982,1,4,-5,-5,-5
876,2,12,1984,1,4,2500,1,1
877,1,7,1980,1,1,-4,1,5
878,2,1,1984,1,4,-4,3,4
879,2,7,1981,1,4,-4,3,6
880,2,12,1980,1,2,-5,-5,-5
881,2,1,1982,1,1,-4,3,1
882,1,12,1983,1,2,-4,3,4
883,2,9,1983,1,2,8000,3,2
884,1,11,1981,1,4,-4,3,1
885,1,12,1983,1,4,7700,3,2
886,1,5,1982,1,4,-5,-5,-5
887,2,9,1983,1,4,-5,-5,-5
888,2,2,1981,1,3,-4,4,2
889,1,4,1984,1,4,-5,-5,-5
890,1,12,1980,1,1,-5,-5,-5
891,1,4,1982,1,1,-4,3,-1
892,2,7,1983,1,1,-5,-5,-5
893,1,9,1980,1,2,-4,3,2
894,1,5,1982,1,2,-14700,3,2
895,1,12,1984,1,2,220700,3,2
896,2,8,1983,1,4,23300,3,6
897,2,8,1984,1,4,-4,3,4
898,1,10,1983,1,4,-5,-5,-5
899,2,3,1980,1,4,-4,3,2
900,1,5,1982,1,4,-4,3,3
901,2,3,1984,1,4,3600,3,3
902,2,11,1981,1,4,-4,1,6
903,1,9,1981,1,2,-4,3,1
904,2,8,1983,1,2,-3,1,1
905,2,9,1983,1,2,-5,-5,-5
906,2,4,1984,1,4,-5,-5,-5
907,2,1,1982,1,2,-4,1,2
908,2,12,1982,1,4,-4,3,1
909,1,11,1983,1,4,2500,3,1
910,2,4,1981,1,4,-5,-5,-5
911,1,6,1983,1,2,4500,4,1
912,2,5,1981,1,1,-5,-5,-5
913,2,11,1982,1,4,-4,3,1
914,1,4,1984,1,4,-5,-5,-5
915,2,10,1980,1,4,-4,5,1
916,2,3,1983,1,4,-3,3,2
917,1,11,1984,1,4,10500,3,1
918,1,7,1981,1,4,-4,5,5
919,2,1,1984,1,4,-4,3,2
920,2,11,1981,1,4,-5,-5,-5
921,1,11,1983,1,2,39800,3,1
922,2,6,1982,1,2,-4,3,1
923,2,9,1981,1,3,-4,3,1
924,2,5,1982,1,1,-4,5,4
925,2,3,1982,1,2,26500,4,7
926,1,4,1983,1,2,-5,-5,-5
927,1,10,1981,1,2,-4,4,6
928,2,1,1983,1,2,-3,3,6
929,1,2,1983,1,4,4000,3,7
930,2,11,1983,1,2,5500,3,6
931,2,2,1984,1,1,-4,3,2
932,2,11,1984,1,4,-4,3,1
933,2,7,1981,1,4,-4,3,1
934,2,8,1984,1,4,-4,3,1
935,2,2,1983,1,2,-4,3,2
936,1,7,1984,1,4,8100,3,3
937,1,4,1982,1,2,-5,-5,-5
938,1,7,1984,1,2,7500,3,1
939,2,10,1980,1,4,-4,3,1
940,1,8,1982,1,4,-4,3,1
941,2,1,1980,1,4,-5,-5,-5
942,1,7,1982,1,4,-4,3,1
943,1,10,1984,1,4,-4,3,1
944,2,12,1981,1,4,-4,5,1
945,2,10,1980,1,4,-4,3,2
946,1,10,1981,1,4,-5,-5,-5
947,2,11,1981,1,2,-4,3,1
948,2,5,1984,1,2,-4,3,2
949,2,7,1980,1,4,-4,3,5
950,2,11,1984,1,4,3000,3,6
951,2,8,1981,1,4,-5,-5,-5
952,2,11,1984,1,4,3100,3,2
953,1,10,1984,1,4,-4,3,6
954,2,1,1981,1,4,-5,-5,-5
955,2,3,1984,1,4,-4,3,5
956,1,3,1983,1,4,18800,3,2
957,1,10,1984,1,4,3000,3,1
958,1,6,1980,1,4,-4,5,1
959,1,9,1983,1,4,5500,3,-1
960,1,2,1980,1,4,-5,-5,-5
961,2,5,1984,1,4,-4,3,1
962,1,1,1980,1,4,-4,4,1
963,1,10,1984,1,4,-4,3,1
964,2,10,1982,1,2,-4,4,1
965,2,3,1984,1,2,-4,3,2
966,2,11,1984,1,4,1950,3,1
967,2,5,1982,1,3,-4,3,3
968,1,6,1981,1,4,-5,-5,-5
969,2,9,1984,1,4,-5,-5,-5
970,1,2,1983,1,4,-1000,3,1
971,2,1,1983,1,4,10200,3,2
972,1,5,1982,1,4,-4,3,3
973,1,4,1984,1,2,-5,-5,-5
974,1,11,1982,1,4,-4,3,1
975,1,11,1980,1,4,-4,3,1
976,1,11,1981,1,4,-4,3,2
977,1,6,1982,1,4,-4,3,1
978,1,8,1980,1,4,-4,5,6
979,2,7,1982,1,4,-4,3,2
980,1,10,1982,1,4,-4,3,2
981,1,3,1981,1,4,-5,-5,-5
982,1,1,1982,1,4,-5,-5,-5
983,2,10,1984,1,2,-4,3,2
984,2,7,1981,1,2,-4,1,6
985,2,11,1981,1,2,-5,-5,-5
986,2,8,1980,1,4,-4,3,1
987,1,1,1983,1,2,-4,3,2
988,2,5,1983,1,4,13500,3,7
989,2,6,1983,1,4,4000,3,7
990,1,10,1981,1,4,-4,3,2
991,1,1,1980,1,4,-4,3,2
992,2,2,1983,1,4,-4,3,2
993,2,12,1981,1,4,-5,-5,-5
994,1,4,1983,1,4,-5,-5,-5
995,2,5,1980,1,2,-4,3,2
996,2,7,1981,1,4,-4,3,3
997,1,6,1980,1,4,-4,4,2
998,1,12,1982,1,1,-4,3,1
999,1,12,1982,1,4,-3,3,1
1000,1,4,1981,1,4,-4,3,1
1001,1,6,1982,1,1,-4,3,1
1002,1,8,1984,1,1,-4,1,2
1003,2,1,1982,1,4,-4,3,2
1004,1,9,1984,1,4,-4,3,4
1005,1,10,1982,1,4,-4,1,2
1006,1,11,1984,1,4,-4,1,2
1007,1,7,1983,1,4,4000,3,2
1008,2,5,1980,1,4,-4,3,6
1009,1,5,1982,1,4,-4,3,6
1010,2,11,1983,1,4,-4,3,1
1011,1,8,1981,1,4,-4,3,6
1012,1,8,1983,1,4,7700,3,7
1013,1,4,1983,1,1,8000,4,6
1014,1,7,1982,1,4,-5,-5,-5
1015,1,8,1983,1,4,-5,-5,-5
1016,1,1,1980,1,4,-4,3,2
1017,2,3,1984,1,4,-5,-5,-5
1018,1,11,1982,1,4,-4,3,2
1019,1,5,1983,1,4,30000,3,3
1020,1,11,1981,1,4,-4,4,1
1021,2,10,1984,1,4,-4,3,2
1022,2,12,1981,1,4,-4,3,1
1023,2,12,1983,1,2,-3,1,4
1024,2,4,1981,1,4,-4,5,2
1025,1,3,1981,1,4,-4,3,1
1026,1,11,1980,1,4,-4,3,2
1027,1,8,1981,1,4,-4,3,1
1028,1,8,1983,1,4,6600,3,2
1029,2,4,1982,1,4,-4,1,1
1030,1,11,1981,1,4,-4,3,1
1031,1,3,1982,1,1,-4,3,4
1032,1,8,1982,1,1,-4,3,7
1033,2,10,1983,1,1,75000,2,6
1034,1,6,1982,1,1,-4,2,6
1035,2,10,1981,1,1,-5,-5,-5
1036,1,3,1984,1,1,-4,3,7
1037,1,9,1982,1,1,-4,1,2
1038,1,1,1984,1,1,-4,1,1
1039,2,6,1984,1,1,2500,1,5
1040,2,12,1981,1,1,-17700,4,5
1041,1,3,1981,1,1,-4,1,1
1042,2,9,1982,1,1,-4,3,1
1043,2,8,1980,1,1,-4,3,2
1044,1,7,1983,1,1,3150,3,1
1045,2,8,1980,1,1,-4,1,3
1046,1,6,1983,1,1,2500,1,1
1047,2,6,1980,1,1,-4,4,5
1048,2,4,1983,1,1,2320,3,2
1049,1,8,1983,1,2,4000,1,6
1050,2,1,1981,1,1,-5,-5,-5
1051,1,3,1982,1,1,2500,1,1
1052,2,8,1983,1,1,3300,1,1
1053,1,12,1981,1,1,-4,3,1
1054,2,1,1983,1,1,33750,3,6
1055,2,11,1982,1,1,-4,3,1
1056,2,1,1980,1,1,-4,3,3
1057,2,6,1981,1,1,-4,4,1
1058,1,3,1982,1,1,-4,2,6
1059,1,11,1984,1,1,-4,3,2
1060,2,3,1984,1,1,-4,3,4
1061,2,9,1983,1,1,2500,3,1
1062,1,2,1981,1,1,-4,3,1
1063,1,12,1982,1,1,1400,3,1
1064,2,1,1981,1,1,-5,-5,-5
1065,1,8,1980,1,1,-5,-5,-5
1066,2,2,1984,1,1,-4,3,7
1067,2,5,1983,1,2,10700,3,1
1068,1,8,1984,1,2,-4,1,2
1069,1,11,1982,1,4,-5,-5,-5
1070,2,10,1981,1,1,-4,3,4
1071,1,6,1984,1,2,-4,1,1
1072,1,9,1980,1,1,-4,3,6
1073,2,3,1981,1,4,-5,-5,-5
1074,1,1,1983,1,4,-4,3,2
1075,2,4,1983,1,1,-12000,5,4
1076,2,1,1982,1,4,-4,3,6
1077,2,11,1983,1,4,3100,3,2
1078,1,9,1983,1,4,7500,3,1
1079,1,11,1980,1,4,-5,-5,-5
1080,2,7,1983,1,4,-5,-5,-5
1081,1,11,1983,1,4,-6750,3,6
1082,2,12,1982,1,4,-4,3,1
1083,2,2,1980,1,4,-4,5,6
1084,2,6,1982,1,4,-4,3,5
1085,1,11,1980,1,4,-4,3,1
1086,1,7,1983,1,4,-3,3,1
1087,2,1,1981,1,2,-4,5,6
1088,2,5,1984,1,4,-5,-5,-5
1089,1,11,1980,1,4,-5,-5,-5
1090,1,11,1982,1,4,31000,3,5
1091,2,10,1980,1,4,-4,5,1
1092,2,12,1982,1,4,5000,3,1
1093,1,5,1982,1,2,-4,3,2
1094,1,7,1980,1,1,-4,3,6
1095,1,1,1982,1,1,-4,4,6
1096,2,9,1984,1,1,-4,1,5
1097,1,9,1980,1,1,-4,3,1
1098,2,1,1983,1,1,-3,3,4
1099,2,2,1980,1,1,-4,2,1
1100,2,2,1982,1,1,-4,3,1
1101,2,6,1982,1,1,-4,1,2
1102,2,2,1984,1,1,-4,2,4
1103,2,10,1984,1,2,-3,3,2
1104,2,11,1981,1,4,-4,3,1
1105,2,9,1983,1,4,6400,3,1
1106,1,8,1980,1,4,-4,1,1
1107,2,11,1982,1,4,-4,1,1
1108,1,8,1983,1,3,-7463,3,2
1109,2,8,1984,1,4,-4,3,6
1110,1,3,1981,1,4,-5,-5,-5
1111,1,11,1984,1,4,9500,1,1
1112,1,10,1981,1,4,-5,-5,-5
1113,1,3,1981,1,4,-4,3,1
1114,2,1,1983,1,2,-4,3,6
1115,1,9,1982,1,4,-4,2,5
1116,2,7,1983,1,4,18500,3,4
1117,1,12,1984,1,4,9327,3,6
1118,2,2,1980,1,4,-4,5,2
1119,2,12,1983,1,2,-4,3,1
1120,2,7,1980,1,4,-5,-5,-5
1121,2,7,1984,1,4,-4,3,3
1122,1,7,1980,1,4,-4,3,3
1123,2,11,1984,1,4,5500,3,2
1124,1,9,1982,1,2,-4,1,1
1125,1,5,1983,1,1,17500,3,3
1126,1,7,1980,1,1,-4,5,8
1127,2,8,1982,1,1,-4,3,1
1128,2,11,1984,1,1,-4,3,6
1129,1,5,1983,1,4,6000,3,2
1130,1,10,1984,1,4,-4,3,2
1131,1,5,1983,1,4,-37438,3,1
1132,2,2,1981,1,4,-5,-5,-5
1133,2,12,1982,1,4,-4,3,4
1134,2,12,1984,1,4,-5,-5,-5
1135,1,3,1984,1,4,-4,3,6
1136,1,6,1981,1,4,-5,-5,-5
1137,1,2,1981,1,4,-5,-5,-5
1138,2,6,1981,1,4,-5,-5,-5
1139,2,3,1983,1,4,-5,-5,-5
1140,1,3,1984,1,4,-4,3,1
1141,1,3,1983,1,4,2000,3,1
1142,1,7,1980,1,4,-4,1,1
1143,2,6,1982,1,4,-4,3,3
1144,2,7,1983,1,4,22900,1,2
1145,2,10,1982,1,4,-4,3,2
1146,2,11,1984,1,4,-3,3,1
1147,1,2,1980,1,4,-4,5,1
1148,2,3,1981,1,4,-4,3,2
1149,2,8,1983,1,4,-10700,3,2
1150,1,10,1984,1,4,-4,2,2
1151,2,11,1984,1,4,5010,3,1
1152,2,10,1980,1,2,-4,3,1
1153,2,1,1983,1,2,-4,3,1
1154,2,8,1983,1,4,2400,3,2
1155,1,11,1982,1,4,-4,3,2
1156,2,1,1984,1,4,-5,-5,-5
1157,1,5,1980,1,2,-5,-5,-5
1158,1,7,1981,1,4,-4,5,3
1159,1,12,1982,1,4,5700,3,1
1160,2,10,1982,1,4,-4,3,1
1161,1,7,1981,1,4,-4,3,1
1162,1,8,1980,1,4,-4,5,3
1163,1,8,1983,1,4,-400,3,3
1164,1,10,1982,1,4,-4,3,3
1165,2,10,1983,1,4,-3,3,4
1166,2,1,1980,1,4,-4,3,1
1167,1,1,1980,1,4,-4,3,2
1168,1,6,1981,1,4,-4,2,2
1169,2,11,1983,1,4,-4,3,2
1170,1,2,1981,1,4,-4,5,1
1171,1,2,1984,1,4,-4,3,6
1172,1,2,1981,1,4,-4,3,-1
1173,2,5,1983,1,4,-3,3,1
1174,1,3,1983,1,4,-4,3,1
1175,2,1,1982,1,4,-4,3,2
1176,1,2,1984,1,4,8500,3,5
1177,2,7,1982,1,4,-5,-5,-5
1178,1,7,1982,1,4,-4,3,1
1179,1,8,1982,1,4,-5,-5,-5
1180,1,1,1984,1,4,-5,-5,-5
1181,2,8,1982,1,4,-5,-5,-5
1182,2,9,1980,1,4,-4,4,1
1183,1,5,1982,1,4,-4,3,2
1184,1,6,1980,1,2,-4,3,2
1185,1,5,1983,1,2,102500,3,1
1186,1,6,1980,1,4,-4,3,1
1187,2,4,1983,1,2,-21870,3,2
1188,2,4,1983,1,4,-3,3,2
1189,1,3,1982,1,4,-4,3,8
1190,2,7,1981,1,2,6500,3,1
1191,1,11,1981,1,4,-4,3,1
1192,1,2,1980,1,4,-5,-5,-5
1193,1,10,1982,1,4,-4,3,2
1194,2,11,1984,1,4,-4,3,1
1195,1,9,1981,1,4,-5,-5,-5
1196,1,2,1983,1,4,-5,-5,-5
1197,2,7,1984,1,4,-5,-5,-5
1198,1,11,1980,1,4,-4,3,1
1199,1,3,1983,1,4,2100,3,2
1200,2,8,1980,1,4,-4,2,2
1201,1,2,1984,1,4,-4,2,1
1202,1,3,1981,1,1,-4,3,1
1203,2,2,1981,1,1,-4,1,2
1204,1,10,1983,1,1,3000,1,2
1205,2,10,1980,1,1,-4,4,1
1206,2,9,1984,1,1,44500,3,5
1207,1,3,1982,1,1,-5,-5,-5
1208,1,8,1982,1,1,-4,4,1
1209,2,10,1983,1,1,2500,3,1
1210,1,10,1983,1,1,2500,1,3
1211,1,3,1980,1,1,-4,1,1
1212,2,6,1983,1,1,-3,1,2
1213,1,7,1984,1,1,-5,-5,-5
1214,1,9,1982,1,1,-4,3,7
1215,1,8,1980,1,1,-4,5,3
1216,2,8,1982,1,1,-4,3,3
1217,1,10,1981,1,1,-4,3,3
1218,1,9,1983,1,1,-3,3,7
1219,1,1,1984,1,1,-4,1,6
1220,2,5,1981,1,1,-4,3,3
1221,1,4,1981,1,1,-5,-5,-5
1222,1,10,1982,1,1,-4,2,3
1223,2,6,1980,1,1,-4,3,4
1224,1,7,1981,1,1,-4,1,2
1225,2,11,1980,1,1,-4,3,6
1226,1,9,1980,1,1,-4,3,2
1227,2,9,1983,1,3,4600,3,3
1228,1,2,1980,1,4,-4,5,2
1229,2,11,1984,1,4,2500,3,6
1230,1,9,1984,1,4,2500,3,1
1231,1,10,1980,1,4,-4,5,2
1232,1,3,1983,1,4,-3,3,2
1233,1,11,1983,1,4,25000,3,3
1234,1,11,1983,1,4,2500,3,2
1235,1,3,1983,1,4,7500,3,3
1236,1,12,1982,1,4,2500,3,-2
1237,1,2,1983,1,4,6500,3,1
1238,2,6,1983,1,4,13500,3,1
1239,1,4,1983,1,4,7200,3,3
1240,1,12,1982,1,4,-4,3,2
1241,2,10,1981,1,4,-4,5,3
1242,2,10,1984,1,4,-5,-5,-5
1243,2,9,1984,1,4,2500,3,3
1244,1,4,1981,1,4,-5,-5,-5
1245,2,6,1980,1,4,-5,-5,-5
1246,2,1,1980,1,4,-4,3,7
1247,1,3,1982,1,4,-4,3,7
1248,2,3,1984,1,4,-4,3,7
1249,2,3,1981,1,4,-4,3,6
1250,1,9,1982,1,4,-4,3,6
1251,1,11,1981,1,4,-4,3,7
1252,1,1,1982,1,2,-4,4,6
1253,2,6,1984,1,4,-4,3,7
1254,2,9,1982,1,4,-4,3,2
1255,1,2,1982,1,4,-5,-5,-5
1256,2,10,1984,1,4,2500,1,1
1257,2,1,1984,1,4,-5,-5,-5
1258,2,11,1982,1,4,2500,3,2
1259,1,10,1984,1,4,-4,3,3
1260,1,12,1983,1,4,-4,1,1
1261,1,7,1981,1,4,-4,3,7
1262,1,9,1984,1,4,52501,3,2
1263,1,9,1982,1,4,-4,3,1
1264,1,6,1984,1,4,4900,3,4
1265,2,3,1980,1,4,-4,3,1
1266,2,9,1983,1,4,-500,3,1
1267,1,6,1981,1,4,-4,4,3
1268,2,3,1980,1,4,-4,1,1
1269,2,10,1981,1,4,-4,3,1
1270,1,11,1981,1,4,-4,3,4
1271,2,4,1982,1,4,-4,2,5
1272,1,1,1981,1,4,-5,-5,-5
1273,1,10,1980,1,4,-4,3,5
1274,2,9,1980,1,4,-5,-5,-5
1275,2,1,1983,1,4,4500,1,2
1276,2,8,1980,1,4,-4,4,3
1277,1,7,1982,1,4,-4,3,3
1278,1,1,1982,1,4,-4,3,4
1279,1,1,1982,1,4,-4,3,2
1280,1,11,1982,1,2,-5,-5,-5
1281,1,1,1984,1,4,-4,3,3
1282,2,3,1981,1,4,-4,3,1
1283,1,9,1983,1,4,47500,3,1
1284,1,5,1981,1,4,-4,1,3
1285,2,7,1981,1,4,-4,5,3
1286,1,2,1983,1,4,13500,3,2
1287,1,11,1982,1,4,-4,3,6
1288,1,3,1983,1,4,15328,3,4
1289,1,3,1980,1,4,-5,-5,-5
1290,2,10,1981,1,4,-4,5,3
1291,1,5,1980,1,4,-4,3,1
1292,2,7,1982,1,4,-4,3,2
1293,1,11,1981,1,4,-4,2,1
1294,1,5,1984,1,4,-4,3,1
1295,2,1,1980,1,4,-4,5,6
1296,2,4,1983,1,1,8500,3,7
1297,1,11,1980,1,4,-4,3,2
1298,1,9,1981,1,1,-4,1,3
1299,1,12,1982,1,4,17000,3,2
1300,1,4,1984,1,4,-4,3,4
1301,1,9,1984,1,4,7500,3,4
1302,2,7,1981,1,4,-5,-5,-5
1303,2,9,1984,1,4,-5,-5,-5
1304,1,3,1980,1,4,-4,5,3
1305,1,11,1981,1,4,-4,3,3
1306,2,6,1981,1,4,-4,3,3
1307,2,5,1984,1,4,-4,3,2
1308,2,10,1983,1,4,5550,3,5
1309,2,3,1982,1,4,-5,-5,-5
1310,1,4,1981,1,4,-4,3,1
1311,2,6,1980,1,4,-4,3,1
1312,2,11,1980,1,4,-4,3,1
1313,2,1,1983,1,4,15500,3,1
1314,2,8,1982,1,4,-4,4,1
1315,2,4,1980,1,4,-4,4,3
1316,2,5,1983,1,4,-5,-5,-5
1317,2,2,1982,1,4,-5,-5,-5
1318,1,11,1984,1,4,14995,3,2
1319,2,9,1984,1,4,-4,3,2
1320,1,7,1980,1,4,-4,3,1
1321,1,10,1982,1,4,-4,3,1
1322,2,10,1982,1,4,-4,3,3
1323,1,7,1984,1,2,-4,3,7
1324,2,6,1980,1,1,-4,3,7
1325,2,10,1982,1,1,-4,3,5
1326,1,2,1983,1,4,17000,1,6
1327,2,12,1981,1,4,-5,-5,-5
1328,2,10,1980,1,1,-4,3,2
1329,2,3,1981,1,2,-4,2,2
1330,2,3,1982,1,4,-4,3,1
1331,2,7,1983,1,4,-1750,3,1
1332,1,2,1980,1,4,-4,5,1
1333,2,9,1982,1,4,-4,3,3
1334,2,9,1980,1,4,-4,5,1
1335,1,12,1980,1,4,-4,5,3
1336,1,6,1984,1,4,-4,3,4
1337,2,11,1982,1,4,-5,-5,-5
1338,2,10,1981,1,4,-4,3,4
1339,1,3,1981,1,4,-5,-5,-5
1340,2,11,1984,1,4,-5,-5,-5
1341,1,1,1983,1,4,7800,3,1
1342,1,3,1980,1,4,-4,5,6
1343,1,12,1980,1,4,-4,3,1
1344,2,10,1983,1,4,4250,3,3
1345,2,1,1980,1,1,-5,-5,-5
1346,1,11,1983,1,1,-5,-5,-5
1347,2,1,1983,1,4,-4,3,3
1348,1,12,1981,1,4,-5,-5,-5
1349,1,9,1983,1,4,2300,3,6
1350,2,11,1983,1,2,-4,1,2
1351,1,11,1981,1,2,-4,3,1
